2.307767787866918940e+00,6.461749806027380316e+01,1.013935884067957365e-04
3.731997213395653379e+00,1.044959219750782609e+02,9.342088049498243868e-11
3.032937871028231758e+00,8.492226038879051941e+01,1.207254992703890378e-07
3.983308065727128255e+00,1.115326258403597137e+02,6.337480602802844673e-12
3.254631182926374766e+00,9.112967312193840996e+01,1.319272216741896226e-08
3.122951513389952360e+00,8.744264237491859149e+01,4.949812172269863507e-08
3.555079730991054010e+00,9.954223246774951406e+01,6.007454569874416675e-10
3.352670767018263387e+00,9.387478147651144411e+01,4.865523791780341758e-09
2.588938803352872409e+00,7.249028649388048962e+01,8.291040579160807334e-06
3.064424490665070611e+00,8.580388573862194335e+01,8.848419991081534279e-08
1.862547445715794892e+00,5.215132848004225252e+01,3.684811486377551158e-03
3.488536240791415999e+00,9.767901474215980784e+01,1.200458243675485882e-09
2.840579369638045915e+00,7.953622234986531225e+01,7.824101854210176327e-07
2.430279302428519195e+00,6.804782046799863338e+01,3.471475390706203653e-05
4.558104296372675890e+00,1.276269202984349818e+02,1.128749923508803041e-14
2.662509040552567541e+00,7.455025313547187693e+01,4.202848251097304213e-06
2.863271718184265069e+00,8.017160810915962088e+01,6.293204494111543593e-07
2.780825457085851493e+00,7.786311279840383293e+01,1.383047451222237945e-06
2.203587224009210477e+00,6.170044227225790223e+01,2.458816983426070349e-04
2.833475510087794191e+00,7.933731428245823736e+01,8.374702819100373832e-07
3.022856688675705783e+00,8.463998728291979035e+01,1.333159700531891406e-07
3.943227304687773938e+00,1.104103645312576845e+02,9.767524518246235647e-12
1.829216510069759716e+00,5.121806228195328714e+01,4.714527697875412447e-03
3.231520780969112661e+00,9.048258186713511009e+01,1.666340292255247997e-08
2.757252955853986442e+00,7.720308276391162394e+01,1.728947928780019176e-06
2.951759884838313308e+00,8.264927677547284190e+01,2.673292486999196007e-07
3.402759476279539452e+00,9.527726533582715263e+01,2.910982713778306771e-09
2.283418718409900183e+00,6.393572411547721401e+01,1.249907046672870943e-04
3.324224256316129278e+00,9.307827917685166597e+01,6.505838042651188619e-09
3.628982965325629362e+00,1.016115230291176914e+02,2.770752669080422563e-10
2.435975133871088882e+00,6.820730374839047272e+01,3.300260120473914329e-05
2.787306472730919804e+00,7.804458123646575984e+01,1.300521389328443442e-06
2.544441951970108473e+00,7.124437465516302836e+01,1.244717650562425547e-05
3.455794630284529045e+00,9.676224964796679728e+01,1.684901621717032794e-09
4.490885714903999570e+00,1.257448000173120306e+02,2.393343022027512277e-14
2.161195567790609839e+00,6.051347589813703109e+01,3.500467163541725029e-04
3.550237576318151955e+00,9.940665213690822100e+01,6.318762613282697538e-10
2.893003137929397450e+00,8.100408786202312683e+01,4.725871687982611301e-07
2.723616168452589470e+00,7.626125271667257266e+01,2.373886018809718332e-06
2.666137825795203753e+00,7.465185912226567666e+01,4.063369001105888884e-06
3.723538791912982759e+00,1.042590861735635883e+02,1.021806308165332517e-10
3.173483305714625224e+00,8.885753256000950273e+01,2.987349648152189023e-08
3.082581936731294991e+00,8.631229422847640365e+01,7.392662573298569202e-08
4.105375210720213275e+00,1.149505059001658225e+02,1.684433666511809226e-12
2.763974290246850263e+00,7.739128012691185177e+01,1.622474725634592885e-06
1.741892778731640945e+00,4.877299780448602462e+01,8.834988329581565381e-03
2.501543878001726284e+00,7.004322858404837859e+01,1.835308750676736090e-05
2.475315223645888185e+00,6.930882626208486386e+01,2.323165995250553494e-05
2.466571842421194649e+00,6.906401158779347327e+01,2.512344147687974196e-05
2.208414064178525482e+00,6.183559379699873659e+01,2.361246098909685297e-04
3.363153560979692092e+00,9.416829970743138745e+01,4.370559237801191160e-09
2.753766007054836429e+00,7.710544819753542356e+01,1.786859491336881633e-06
3.225227576917488737e+00,9.030637215368956561e+01,1.775568133265847657e-08
2.894045426569803681e+00,8.103327194395437516e+01,4.678548735311479895e-07
2.865625886154648860e+00,8.023752481233023559e+01,6.152375536196528947e-07
3.547368090578918221e+00,9.932630653620971373e+01,6.510735331874256311e-10
5.425474080689378198e+00,1.519132742593026535e+02,5.567741976618493403e-19
4.409185841254458893e+00,1.234572035551249343e+02,5.944245769367392202e-14
3.019331993935117531e+00,8.454129583018340099e+01,1.380167056537105145e-07
1.907531065652744884e+00,5.341086983827685231e+01,2.627572036432626774e-03
2.308459698818174921e+00,6.463687156690897950e+01,1.007906238413527373e-04
