1.249126165250785334e+02,1.745730633326346926e+00
1.248745637005926739e+02,2.073988255971659811e+00
1.251940002459301837e+02,1.712530760868288038e+00
1.248827651494361390e+02,8.722058878431456774e-01
1.250323309782645538e+02,2.449779927877233199e+00
1.250436425128888231e+02,1.526067233848404925e+00
1.244621572464170782e+02,1.014591372043263329e+00
1.255837350595913193e+02,1.138803343043466532e+00
1.253655739463824830e+02,1.232695570221243209e+00
1.247218921106346556e+02,2.007741097877929093e+00
1.255243756971503757e+02,1.846545651611847028e+00
1.251633511513182953e+02,2.041177191470274543e+00
1.252021639968237992e+02,1.696703922526674901e+00
1.245657274598688247e+02,2.287688831713989845e+00
1.250253639843042919e+02,1.373096884912361038e+00
1.251893779462049423e+02,1.897300591703884987e+00
1.246374237984114188e+02,1.827925636402227605e+00
1.245099447589641102e+02,1.493259123899371321e+00
1.251735439684196507e+02,1.886560857448165596e+00
1.248141663120219533e+02,1.240124386055299066e+00
1.254338567858898301e+02,1.249099317664809528e+00
1.247923166503825030e+02,1.510500044100645534e+00
1.250097816841042402e+02,1.218616745081915642e+00
1.249743304598467688e+02,1.378841544249968631e+00
1.249531949114712717e+02,1.807975609193945177e+00
1.247003330490903892e+02,1.568037243141810144e+00
1.245969993500482929e+02,1.077203511400514291e+00
1.246713206793528457e+02,1.495654143536813585e+00
1.241721433695094703e+02,1.662133496363239926e+00
1.250364296005616040e+02,1.490177806946455297e+00
1.249176336730069750e+02,2.007763908695387567e+00
1.252692316798053156e+02,1.459532666558454927e+00
1.251137262899570572e+02,1.436264756358733186e+00
1.251477504727200909e+02,1.642324802518363214e+00
1.244271456812848413e+02,1.869074644744399549e+00
1.248076028779293836e+02,1.448308592720485066e+00
1.255963017574734693e+02,2.111008036046473357e+00
1.245617910634778553e+02,1.513733232135305862e+00
1.249757923077266213e+02,1.481406955821374272e+00
1.248931369523873229e+02,2.095138873131519031e+00
1.249245235671904481e+02,1.121896497225268741e+00
1.261939006282424742e+02,1.953489513510360487e+00
1.249208487773606606e+02,1.872790792575705465e+00
1.252912053284555043e+02,1.373987557502106549e+00
1.250027980624446542e+02,2.006143657687674775e+00
1.254035077669766451e+02,1.843589656168312718e+00
1.251168938129852677e+02,1.056394854402282313e+00
1.248375755327590326e+02,1.541348777412126836e+00
1.248690346978063843e+02,1.176450175102722540e+00
1.250664868553938902e+02,1.134877839063686666e+00
1.252750553009846328e+02,1.479428953877259589e+00
1.253562557450006807e+02,1.860452972747515199e+00
1.249669915495439056e+02,1.502494539326569178e+00
1.251591526085372550e+02,1.476030696834558009e+00
1.249106312347449830e+02,1.684538292897490352e+00
1.247967755296172356e+02,1.471922185468745647e+00
1.251255823820273463e+02,1.484461107909150979e+00
1.247099405811616322e+02,1.725607779659914964e+00
1.248941602794914587e+02,1.914502707262104364e+00
1.252618053838013452e+02,1.951651330642251159e+00
1.251077343693190471e+02,2.062245510292144424e+00
1.255270398802322660e+02,1.694335857495037789e+00
1.243983347938433042e+02,2.245052263800721093e+00
1.248005503725695320e+02,1.669603548367752044e+00
1.254489320824288399e+02,1.417885419908718303e+00
1.248603115254553870e+02,1.788025470358288294e+00
1.247815640066639418e+02,2.133223032091459359e+00
1.246453397711851920e+02,1.504046999224058823e+00
1.247802613606654489e+02,1.326482826519768787e+00
1.247816330420447457e+02,1.947719800251046740e+00
1.254134054936182281e+02,1.520680318936317610e+00
1.251356312278884104e+02,1.988101593766870456e+00
1.246182876644233204e+02,2.077826224362052443e+00
1.249656201676016849e+02,1.684623831761281387e+00
1.251549840665905009e+02,1.467375057086301338e+00
1.250562597340192781e+02,1.619554538068260552e+00
1.251919097784547859e+02,1.540765719637811504e+00
1.248180205165559329e+02,1.912237199751391170e+00
1.253691102132732738e+02,1.513740097738795809e+00
1.252222969815436642e+02,1.254389486325931058e+00
1.248028354953959820e+02,1.395625613028238066e+00
1.252571817517923591e+02,1.321101286870597358e+00
1.243909425166834524e+02,1.904706010154160190e+00
1.253474071318064205e+02,1.457586766596959515e+00
1.245059254136540403e+02,2.233146322003572770e+00
1.244217105258118181e+02,1.818672678585842029e+00
1.253321153083755775e+02,1.303110437135383437e+00
1.249437559828320161e+02,1.708524364304080168e+00
1.249580542004528496e+02,1.567387487894128517e+00
